TweetText,SentBy,SenderLocation,SendDate
"RT @mishyloan: @YaThinkN @PatsKarvelas spoke to a rep from the meat industry. She asked about Morrison's response to China, he served word…",beigewash,,12/8/20 23:46
@Sxntiiiiiiii Does liking salad make you a vegan?,alphashakeri,Chillin,12/8/20 23:45
@ShamSZN_ I get the manager’s special u get a half a sandwich with fruit &amp; a salad. Their salad bar is 🔥,thejangellee,LA,12/8/20 23:45
When men as a whole lower the propensity for abuse against women. We can revisit this. I don’t care about anecdotal word salad.,BelongsToBoston,The South,12/8/20 23:45
Drinking a Mexican Fruit Salad by Central Coast Brewing @ Untappd at Home — https://t.co/CNfCmsz21r,ILikeBeerTheTa1,"San Marcos, CA",12/8/20 23:45
@macwfnz Their 'salad' days are over.,HofSpillane,,12/8/20 23:45
"RT @thatfrood: I had a dream where there was a food called “King’s Hand”, a hollow hand made of m&amp;m cookie, filled with Greek salad.
I coul…",IrisBlackWriter,Lotus Pier • UK • she/her • 🔞,12/8/20 23:45
I really want a salad 😂,Im_Tha_Diva,,12/8/20 23:45
"@Aubrea85 i’ve had a couple things so far. eggs, chicken salad, soup. it was good. tuna, not good at all",RegDegKindaGuy,$JayRayBay,12/8/20 23:45
"RT @GreenpeaceNZ: Coal-grown tomatoes??

So many changes to make if Jacinda Ardern is going to honour the intent of her #ClimateEmergency d…",greencatherine,New Zealand,12/8/20 23:45
@Pepperoni_Salad 🤔 be more psychotic??,AaronSJCA,"San Jose, CA",12/8/20 23:45
@amyklobuchar You eat salad with a comb,DonkeyHater69,,12/8/20 23:45
She eats salad with a comb! https://t.co/NIdKVEDmKr,Nskully357,United States,12/8/20 23:45
@idiot_salad It’s best at night or when it’s very cold.,ArmedHippy_hodl,,12/8/20 23:45
@youreallmad @JoDivaRunner @DrPJJB @scobie @vaughangething Word salad for we are not racist in Great Britain. Inste… https://t.co/F3Rr86qLOZ,Phillip93831930,,12/8/20 23:45
RT @jeonboops: on today’s episode of vmin being vmin right in front of joon’s salad JSKSJSKS https://t.co/ot9VpFecmV,IovingIybts,,12/8/20 23:45
Houston-based Salata Salad Kitchen plans to enter the Charlotte market next year. That marks the brand's first fora… https://t.co/w56wAQVFcY,CBJnewsroom,Charlotte,12/8/20 23:45
@DukesMayoBowl Your salad days are over,HofSpillane,,12/8/20 23:45
My bf called caprese salad greasy salad and it’s all that’s been living in my head the past day.,shannonlanoue,"Kalamazoo,MI",12/8/20 23:44
and don’t forget the salad he got for HIMSELF,_ferjuicy_,,12/8/20 23:44
min kimo wa? is that a new salad at bartartine or sumn..,666hour,Beirut,12/8/20 23:44
"@OfTheAdepti ""I-... I still have some leftovers of my salad, do you...?""",HalfGoatHalfSin,,12/8/20 23:44
RT @katienolan: @heyjaywolff what’s a “friend”,Salad_Day_Gone,,12/8/20 23:44
"I had fruit salad
Now I need another coffee
But effort",chyIerIeiqhs,acnh,12/8/20 23:44
"Don’t even mention WAP around me, I need god and a salad",MurphQuake12,Peepee poopoo,12/8/20 23:43
RT @relics04: Check out Noritake Blue Hill Contemporary Fine China Set 4 Salad Plates Floral  #Noritake https://t.co/D97y2GHoAm via @eBay #…,belles_amies,Bulgaria,12/8/20 23:43
@hodgetwins Eat a salad with a comb is one hell away to do it,donjone72279079,,12/8/20 23:43
"@1NuclearBible @idiot_salad Follow the Spirits leading...if it leads you in this manner, there’s a Good reason. 👍🏻… https://t.co/KQG0GUqhBy",mokeyandabandit,USA,12/8/20 23:43
Creamy Cucumber Salad Recipe https://t.co/R6kNUou69B #cucumber #recipe,MinnetonkaTwin,"Spring Park, MN",12/8/20 23:43
"@JakeFeehily @hdcummins @EnglishJulinDog @Acosta Ohhhhh, let’s see what the clown has to say! https://t.co/iM1VFYB6CW",B_Salad_Days,"Brooklyn, NY",12/8/20 23:43
@idiot_salad @amyklobuchar Historian Scholars already rank Trump as one of the worst Presidents in history. In the… https://t.co/FDl1BmHKFA,john_b_jr,Ohio,12/8/20 23:43
I baked my hair into a salad 😭,TimmyTheToddler,,12/8/20 23:43
i hope my salad is good.,eyesonev,NJ-VA,12/8/20 23:43
@Jeph216 Amazing how this confusing word salad still makes more sense than Batman V Superman,JupiterRomulus,,12/8/20 23:42
"@livingincincy Were u making those hanky pankies on little rye breads for dinner ? 

To me that’s an ideal dinner a… https://t.co/1YE9Yl3n5r",Sedamsville14,,12/8/20 23:42
What's a good wine pairing for egg salad and triscuits eaten over the sink,SMCairns,"Hamilton, Ontario",12/8/20 23:42
"Awe man !! 
Now how the hell do you chew the fat out of a salad 🥗

#craving 🥩 
#groceryshoppingweds",kellogsintheam,"north shore , oahu",12/8/20 23:42
@cuntydemon put it in a fuckign salad ! have it with breakfast! fuckingggg do NOT JUST EAT IT COLD AND PLAIN fuckin… https://t.co/FSxtfh87bo,crazyvapedaddy,,12/8/20 23:42
RT @YoooItsO: I love a good salad,angelbbyyyyy,"California, USA",12/8/20 23:42
RT @haoceans: here’s jeongcheol flirting in front of my salad https://t.co/cN3FMelTBc,pVrpleSVT,SHE/HER,12/8/20 23:42
@seungminkim C'mon!!!! Trump does that everyday! Trump speaks in word salad!,jmreycroft,West Central Florida ,12/8/20 23:42
"Had a huge salad and some fish with chili-lime seasoning for dinner, then organized the ubiquitous kitchen junk dra… https://t.co/qzwbuUKLH6",theowlwife,"Salem, MA",12/8/20 23:42
RT @relics04: Check out Noritake Blue Hill Contemporary Fine China Set 4 Salad Plates Floral  #Noritake https://t.co/D97y2GHoAm via @eBay #…,vernhenze,"Pinellas Park, FL",12/8/20 23:41
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",Sumac2018,"California, USA",12/8/20 23:41
"having a salad
#healthyboy https://t.co/QSYxjowgPJ",SaintsInHelI,,12/8/20 23:41
eating these slimey ass leaves expired salad 💔💔💔💔,G0THTH0TS,#1 COREY STAN 🏴,12/8/20 23:41
"@Justinpgh118 They both handled that badly imo. On one have I agree with the mom, why was she putting raisins in th… https://t.co/7TUW4aQ2sr",MuffinsSim,,12/8/20 23:41
"COVID relief available for salad businesses in WA.
https://t.co/w7VsRSp6hW",SophieSRapp,,12/8/20 23:41
@idiot_salad @EvanAKilgore Not everywhere,Keeping28867229,,12/8/20 23:41
@ShamSZN_ @hotgirlcyy added salad station but you can’t see her tweet,allpurpis,"Baton Rouge, LA",12/8/20 23:41
@JoannaT40 @CNN His face is wildly punchable,B_Salad_Days,"Brooklyn, NY",12/8/20 23:40
"Mrs. Grissom’s Panini Grill now offers $5 cups! 🤩 

Pictured here we have the Grissom’s Cranberry Pecan Cup. Cranbe… https://t.co/QE5VtIJobW",mrsgpaninigrill,,12/8/20 23:40
@BrittianyGrang1 @EvanAKilgore I guess it relative. https://t.co/EG1GaXxEUd,idiot_salad,Communist Occupied USA,12/8/20 23:40
RT @voguemagazine: Mark Strausman has a new restaurant a stone's throw away from Madison Square Park—and he brought his classic french frie…,nozochin1,杉並,12/8/20 23:40
@ShamSZN_ Salad station!,tayjayayee,"Baton Rouge, LA",12/8/20 23:40
#KTF #Trifari Fruit Salad #Necklace #Vintage #Art-Deco 1930s https://t.co/B6Asgo6HNH #ecochic #teamlove #vogueteam #rtoe1,AntiquingOnLine,,12/8/20 23:40
Actually may do a cucumber salad instead,yeashesaidthat,La~NY,12/8/20 23:40
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",Rochell21664616,"Pinedale, WY",12/8/20 23:40
RT @freshhel: Every thing is fine then u turn 15 and ur ordering a caesar salad at applebees,sallrose_,atx,12/8/20 23:40
I just ate a salad for the first time in literally a year and I feel healthy,harshaashiv,,12/8/20 23:40
RT @my_candy_sky: For years Tay saw Nont as his idol fr whom he has had starry eyes more thn once.. &amp; then when u are secretly looking at h…,_TayNewwiee,,12/8/20 23:40
&amp; everytime i ask bæ to get me a chicken Caesar salad wrap from @Wawa it’s always a https://t.co/UQ7kqcRVtp,trillageee,"WhereTheWildThingsAre,Virginia",12/8/20 23:40
@Camoolina @drphilion @NekoMoo__ Not in front of my salad guys,radishluna,Rosewood,12/8/20 23:40
"Roasted brussel sprouts, lemon garlic rice quinoa mix, &amp; salad all drizzled in a sweet mustard tahini dressing like… https://t.co/qasOXzY75G",jackiegeeze,idk with my dog,12/8/20 23:40
@cactuskhee one time i accidentally ate a fly because i was eating salad with my hands. I grabbed it and took a bit… https://t.co/0fqYa5oEDJ,JellySugarCube,Rokkenjima Island ,12/8/20 23:39
@amyklobuchar Don't you have another salad to eat with a comb?,SouthernGraceRN,,12/8/20 23:39
@Lovee_KmJ naw with the corn and salad girl.,__breelatavia,"Macon, GA ✈️ Marietta, GA",12/8/20 23:39
@thedailybeast Wait until she finds out that word salad won’t work in print.,MarkKlapper,"New York, USA",12/8/20 23:39
@amyklobuchar Do you want to share my salad?  I have an extra comb.,AdamOhle,,12/8/20 23:39
@BrittneyBush Egg salad time!,churchofbasebal,"Washington, DC/Earth",12/8/20 23:39
"@4EverTrilla Okay, this is has to be one of those staged TikTok pranks because... Ain't nobody in they right mind p… https://t.co/9tUZT8gqVc",SimplyJaliyah_,Getting my life together,12/8/20 23:39
Marcus made shrimp pineapple rice to go withy salmon salad &amp; it was actually okay,_CassieMini,"Detroit, MI",12/8/20 23:39
"the salad I just got on DoorDash didn’t come with the chicken or the dressing, are they okay",CHlERlKA,philly,12/8/20 23:39
hate how much i genuinely like veggies and fruit i really don't mind salad as a meal.,orapuccino,20,12/8/20 23:38
"Pre-pizza salad: spinach, pea shoots, cukes, feta, blueberries, lime juice, avocado oil, avocado slices, generous salt and pepper.",flotisserie,"Madison, WI",12/8/20 23:38
@ShamSZN_ Yall shrimo salad top tier. #1 on my salad list.,allpurpis,"Baton Rouge, LA",12/8/20 23:38
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",MoonyGranger,InJkRowling'sMind,12/8/20 23:38
"Bruh I just saw the dumbest shit happen in subway, this dude asked if his salad comes with lettuce 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 oh my god",nickwhite314,"Missouri, USA",12/8/20 23:38
@arthursnorgan I'm sort of the mirror image; a #KHive adjacent person who protest voted Buttigieg and also is broadly okay with Warren.,shooter_salad,Out brunching 'cause Biden won,12/8/20 23:38
I do LIKE salad btw. It’s just a more decided effort than other things,AuddDraws,,12/8/20 23:38
Salad forever,tswedek,"Philadelphia, PA",12/8/20 23:38
i wish my family would get mac salad not potato salad,charliefromHI,The Dark Side of The Moon,12/8/20 23:38
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",CollinsAtl,"New York, NY",12/8/20 23:38
going to get a salad and a sandwich after work today,fcmatt_,socal,12/8/20 23:38
I hate eating salad 🥴 The only way I’m eating salad 🥗 is if that MF is drenched in dressing.,AyoKeeMusic,"Atlanta, GA",12/8/20 23:38
@nikawaii @beomieswrld @seoklene @vinylseoks @gxldentaekook @tropomiozyna @ENHYPEN_members is that like some type of food? a salad or sumn?,hobibubbles,she/her | black,12/8/20 23:37
A fresh approach to work! Join the Panera team and apply for our latest opening: Salad and Sandwich Makers- 601936… https://t.co/hTMOzlGai7,PaneraCareers,,12/8/20 23:37
@NoJustN70906408 Oh well. It's not longer secret 🤪 there is this russian salad that we make around new year's Eve e… https://t.co/YNBz5UhSvX,GabeDiLaurentis,"Las Vegas, NV",12/8/20 23:37
@Nuclearpast @idiot_salad I only fear centipedes and space monkeys,Kadeo79,"Denver, CO",12/8/20 23:37
RT @amazingrocio2: I want a salad from chick fil A 😭,biancaxrmzz,"Texas, USA",12/8/20 23:37
I asked the mans working at pollo if he put the sauce for my salad in the bag. He said yes but when I checked there… https://t.co/aQn5pefYMT,_babiemari,47,12/8/20 23:37
@simu_la_crum @Thedemonbastard @cons_owned This tweet is literally word salad lol,AwesomeAgnostic,United States,12/8/20 23:37
"eating seizure salad 
https://t.co/FxP5LVtgOy",harrisdcknson,he/they | 24 ,12/8/20 23:36
@RachaelMDK I told you that you inspired me! Thai steak salad! https://t.co/zIOLwpm8U7,MMKhorshidian,"Massachusetts, USA",12/8/20 23:36
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",C_S_Lang,Lang Compound,12/8/20 23:36
"Your secret ingredient this week: the D’Amico &amp; Sons family meal special! Order a family sized pasta, Caesar salad,… https://t.co/FHwqEMlFAm",DAmicoandSons,Minneapolis MN ,12/8/20 23:36
"The nice thing about having salad toppings is that they’re good on their own, but sometimes I can trick my brain in… https://t.co/W4Z3tIHP16",AuddDraws,,12/8/20 23:36
"Water, hospital salad, and juul for an end of shift mood",daphcudi,"Lakewood, OH",12/8/20 23:36
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",amack8328,,12/8/20 23:36
",Hello,  The pasta and salad, sing, iced tea, silly https://t.co/jC1szQJO1W",ruiqi_g,,12/8/20 23:36
"My 3yo has imaginary friends, and they were invited to stay for dinner. He serves them things he doesn’t like (his… https://t.co/dPV0Oq6gn6",SabiVM,"Toronto, Canada",12/8/20 23:36
"@JustOkJustin Yup! I use chopsticks for chips, fries, salad, pasta, you make it.",megumixbear,Just Happy~ 💕,12/8/20 23:35
"If someone can eat salad for a meal, bacon wrapped pickles ARE dinner!",WOLVERINES_MAMA,,12/8/20 23:35
I fucking cut up chipotle peppers thinking they were mini bell peppers and put them in my salad and then I scratche… https://t.co/POjbR4EcHb,ascxoxo,951,12/8/20 23:35
"makin ravioli with tomato, basil, and garlic sauce with a fat salad and garlic bread 🤩",FCKOFFVAL,,12/8/20 23:35
@JBlock49 A salad seems extreme tbqh https://t.co/nAWEAwMMTs,Geo_Gabe,"Charleston, SC",12/8/20 23:35
I have a feeling Goodell is tossing his salad in the background https://t.co/OqLwcAsx1L,TheMayorRobF,"Yorba Linda, CA",12/8/20 23:35
@cujjob53 @KathrynTewson @CRRJA5 @SidneyPowell1 You must have really poor reading comprehension. Let me know which… https://t.co/qq8Jr02WTZ,JosephLPoulin,A tiny blue marble,12/8/20 23:35
I want a big fruit salad so bad rn! 😫,naudiaaa01,"Illinois, USA",12/8/20 23:35
@Kadeo79 @idiot_salad God that’s terrifying,Nuclearpast,,12/8/20 23:35
@BrookeObie “You famously eat once a day” but that TWTR stock ticker has famously underperformed am I wrong?  Eat a chicken salad sandwich,IvanaTrumpVEVO,"Minneapolis, MN",12/8/20 23:35
"@mikew6161 @HyeinK1m “Fuck your feelings”, was it? https://t.co/4YowQcCRV5",B_Salad_Days,"Brooklyn, NY",12/8/20 23:35
@idiot_salad @EvanAKilgore Don’t seem too flat 🤨 https://t.co/VDGaAKwJfD,BrittianyGrang1,,12/8/20 23:34
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",KayDow64,Iowa,12/8/20 23:34
RT @jackhaddon7: Retarded eggnog casserole salad beans,NormalNico,old people,12/8/20 23:34
@SxneMun @tfwPhoebe ahh i havent read it yet so i wouldn't know,Salad________,He/Him - 17,12/8/20 23:34
"@RealMattCouch Dry wall made in China, 7/11’’s  egg salad sandwiches, toddlers with scissors... you get the picture",K80886,The South,12/8/20 23:34
"RT @WCKitchen: Getting plated up in Philly: Chile chicken taquitos, baked rice, and a cucumber spinach salad ❤️🍴 WCK’s restaurant partner E…",TurquoiseBlue78,mid-Michigan,12/8/20 23:34
Leftover chicken stew with rice and potato salad for dinner. Warms my heart and my bones.,redheadlindsay,"Here, there, and everywhere",12/8/20 23:34
@lokiapIogist i ate a caesar salad earlier do i win? https://t.co/5b1OS99nMq,missunshines,"22, she/her",12/8/20 23:34
@amyklobuchar 🤣🤣🤣🤣 okay 👌 and you believe that? That's as dumb as eating a salad with a comb,debbiem2714,,12/8/20 23:34
this caprese salad bouta go 😋,lighteyed_lynds,937//404,12/8/20 23:34
@Salad________ @tfwPhoebe He gives off burn the witch vibes more 🏂,SxneMun,16 • He/him • Bi ,12/8/20 23:34
RT @deludedemily: you toss a salad / torch a saab like a pile of leaves,sydsslam,,12/8/20 23:33
I feel like if you gon put Spinach on a pizza then u might as well get a salad,canarsieparks,clt.,12/8/20 23:33
@Nuclearpast @idiot_salad Shut up and take my money. I still want a cat crossbow. https://t.co/xJyGZ1fKw4,Kadeo79,"Denver, CO",12/8/20 23:33
@g8rgroel large 12 ct combo with fries 2 slices of pepper jack cheese with ranch and buffalo sauce.  From chic fil… https://t.co/467h9THYO0,LRYALL140,,12/8/20 23:33
mark olu legit and the people stormy sleepover mark olu salad trollfacey Heinz Doofenshmirtz hi with a side of free… https://t.co/AYbOnRwKSA,FatPenguinVEVO,,12/8/20 23:33
"""eat a salad its healthy"" EW GROSS CANNIBALISM IS ILLEGAL",leafy_ebooks,,12/8/20 23:33
"It’s salad night so you know what that means:
Dressing shots",DAnn1296,Wonderland ,12/8/20 23:33
"Did some shopping: fruit, milk, creamer, yogurt, sushi, salad mix,  multivitamin,sausage,bread, cold cuts, cheese,… https://t.co/SGtDarRBHJ",audaciousninja,,12/8/20 23:33
